"ArtistID","Handle","Location","Country","Birthdate","RealName","Website","Info","Alive"
1289,Vae,,fi,,,,,1
1290,Vampyr,,,,,,,1
1291,Van Der Phunck,,dk,,,,,1
1292,Vector,,,,,,,1
1293,Vegard,,no,,Vegard Wolf Dyvik,,,1
1294,Velo,,se,,,,,1
1295,Velvet,,de,,Kristian Perusic,,,1
1296,Vesuri,,fi,,Vesa Halttunen,,,1
1297,Vhiiula,Darmstadt,de,,Andre Seffrin,,,1
1298,Vic,,nl,,Victor van Vlaardingen,,,1
1299,Kezoomer,,no,,Kristian Eriksen,,,1
1301,"1up",,SE,,Daniel Aurell,,,1
1304,Alchemy,,,,,,,1
1305,Algar,,se,,Jimmy Granath,,,1
1307,AltairSound,,,,,,,1
1308,AmoinCoF LocoMotiv & Friends,,,,,,,1
1310,Ynze Zuidema,,nl,,,,,1
1311,Antishock,,,,,,,1
1313,Aural Planet,,pl,,,,"Aural planet was a polish formation consisting of [artist]432[/artist], [artist]627[/artist], [artist]1046[/artist] and [artist]981[/artist] founded in 1997.",1
1315,Backtracking,,,,,,,1
1317,Bass-Cadet,,fi,,Nasu Ofelia Viljanmaa,,,1
1319,Ben Hanke,,,,,,,1
1320,Wicked Crapmakerz Inc.,,,,Wicked Crapmakerz Inc.,,,1
1321,Blaizer,Gothenburg,se,,Olof Gustafsson,,,1
1322,BlasterNOX,,,,,,,1
1323,Bliss,,de,,Henrik José,,"Heard him first time on Demovibes. What should i say. He's brilliant!
cu
seppjo

he no longer lives in sweden...",1
1324,Boerni,,se,,Björn Nilsson,,,1
1325,Bream Ed,,,,,,,1
1327,Buzzer,Turku,fi,,Mikko Hyyti,,,1
1330,Cadaver,,fi,,Lasse Öörni,,,1
1331,Cairbre,,fi,,Tommi Inkila,,,1
1332,Cerror,Meppel,nl,,Roel Heerspink,,"Interests: Music (a lot of genres), Beer, Friends, Womens, Internets

Check out his music project with Xylo: [artist]5491[/artist]",1
1333,CFX [us],,us,,H. Arnold Jones,,,1
1334,Charles Deenen,,nl,,,,,1
1335,Chaser,,pl,,Tomasz Gierygowski,,,1
1336,Chip,,,,,,,1
1337,Chris Abbott,,gb,,,,,1
1338,Cirdan,,fi,,Lauri Turjansalo,,,1
1340,CPT,,fr,,Benjamin Chapé,,,1
1342,Crankshaft,,fi,,Mikko Karvonen,,,1
1343,Crazy Man,Frameries,be,,Olmo Jonathan Stefano Jr. Lipani,,"Music eater since 1985, music maker (unseriously) since 1989 or (seriously) since 1999. Freak of the good ol' amiga scene (octamed still rules, you fools) and working now with open mod plug tracker as teh best tracker in teh world, you still fool.
 Musically, Im listening to all styles. I never stop between those, but I'm mainly a metalhead. But I love ambiant, trance, hiphop, etc etc etc so I'm Teh artist, hé!
 I make any style too, tho now i'm busy with underground metal releases, but that's very okay since i'm making still other 'free' music. You'll see, haha!

",1
1345,d0dge,,de,,Michael Fiedler,,,1
1346,Dafunk,,rs,,Dejan Subotin,,,1
1348,HideawayStudio,,gb,,D. A. Wilson,,,1
1349,DaXX,,de,,Bert Brueggemann,,"More than 30 years ago daxx found his passion in music. In 1996 he signed his first contracts with several labels and publishers. His productions spread across a huge genre and he released on worlds biggest labels under several aliases. With his roots in the Early Hardcore scene, he's always been an enthusiastic listener of Hardstyle. In 2000 he produced Early Hardstyle and had several releases. In the mid-2000's he focussed on House and Electro, Orchestral Music and Movie Scores.

www.ravebusters.com",1
1350,DeAdLy cOoKiE,,,,,,,1
1351,DeeS,,se,,,,,1
1353,Devil group,,,,,,,1
1354,D Fast,,fi,,Harry Damm,,,1
1356,Dilvie,,us,,Eric Hamilton,,,1
1357,Divag,,,,,,,1
1358,DJ Cube,,cz,,,,,1
1359,DJ Fisk,,,,,,,1
1360,DJ Josse,,es,,,,,1
1361,Dj jurg,,,,,,,1
1362,DJ Jurg vs DJ Fisk,,,,,,,1
1363,DJ Nick,,,,Nikola Tomic,,From ex.Yugoslavia according to AMP.,1
1364,DJ Skitz,,gb,,Paul Martin Hadrill,,"On the evening of February 16th 2011, Paul Hadrill passed away, a victim to the brain tumor he was diagnosed with 5 years ago.",0
1366,[dK],Turin,it,,,,"dK is Cesare 'dixan' Castiglia, 'glazzy' and Ale 'K' Montefiori",1
1369,Double P,,nl,,Peter Spaargaren,,,1
1370,Dreamwave,,,,,,,1
1371,Dr. Fikalover,,it,,,,,1
1372,Dr Jive,,fi,,Taneli Kukkonen,,,1
1373,Dubmood,,fr,,Kalle Jonsson,,"Dubmood is part of Razor 1911 and now the label Data Airlines
Also using this website: http://www.razor1911.com/dubmood/

Download links for all chiptunes:

[url=http://www.razor1911.com/dubmood/mp3/dubmood-chip-tunes_0_to_i.zip]0 to I[/url]
[url=http://www.razor1911.com/dubmood/mp3/dubmood-chip-tunes_k_to_p.zip]K to P[/url]
[url=http://www.razor1911.com/dubmood/mp3/dubmood-chip-tunes_r_to_z.zip]R to Z[/url]",1
1374,Elfan,,se,,Tomas Elf,,,1
1376,Taelon,,,,,,,1
1377,Elysis,,de,,Gerd Raudenbusch,,,1
1378,TiLT,Trondheim,no,,Espen Gätzschmann,,"I'm from Norway and have been composing music for over 15 years, starting with OctaMED on the Amiga, moving through Scream Tracker and Impulse Tracker on the PC, then migrating to Reason, and finally Pro Tools which I still use today. I have also just started using the full version of Renoise. I don't limit myself to any particular style, but I'm fond of composing soundtrack-oriented music.

I used to be part of the Reviewers Overseeing Committee at the old Trax in Space website, and I have great plans for my presence here at the new one. I'm very excited to see that TiS has returned.",1
1379,Essential Sound,,pl,,Marcin Michał Zając,,,1
1380,Evelred,,es,,Mateo Pascual,,,1
1381,Evig,,,,,,,1
1382,Extrawelt,,de,,,,"Members: Arne Schaffhausen, Wayan Raabe ",1
1384,Filippetto,,it,,Filippo Rizzi,,,1
1385,Flashbob,,,,,,,1
1386,Flipside,,no,,Alexander Odden,,,1
1388,Funky Fish,,no,,Christian Finstad,,,1
1390,Gargaj,,hu,,Gergely Szelei,,,1
1391,Geekbeatking,,,,,,,1
1393,Gemini 64,,,,,,,1
1394,Generiq,,hu,,,,,1
1395,Genetic Gemini,,de,,,,"genetic gemini was born in 1770 and started to compose music at the age of 3.
when he was 168 years old he learned to code on a zuse z1 using punch cards for the secret service of his mothercountry genetica.
although he is the most famous man in the world, nobody ever has got to see him.
during the years he must have gained quite some wealthiness and his estimated capital is about $78965.000.000.000
it is assumed that he is living in a huge palace down in the earth near the the geocenter and leaves his home in the shape of different animals.",1
1396,Gloom,,no,,Bent Stamnes,,,1
1400,Grade,,fi,,,,,1
1401,GREG303,,,,,,,1
1402,Grospixels,,fr,,,,"Grospixels are:

Jean-Christian 'JC' Verdez
Laurent Roucairol
Olivier 'Ozzy' Tamagna
Maxime 'Wild_Cat' Noël",1
1403,Hagbert,,,,,,,1
1404,Hampshire Regional High School,,us,,,,,1
1405,Hansee,"Vestfold, Nøtterøy",no,,Hans Petter Sommersen,,,1
1406,Harvey,,,,,,,1
1407,Hip,,jp,,Hirokazu Tanaka,,,1
1408,HoboKrap,,,,,,,1
1410,Huezo,,fi,,Heikki Niemelä,,,1
1411,Iceman,,de,,Dennis Beuster,,"""Hi,

my name´s Dennis and i am from germany.

Born in 1975, i was going the ""usual"" way: C=64 -> Amiga 500 -> IBM 386 DX2 / 66 ...and all the way, music & grafix were my air to breeze... Too bad that i haven´t organized & archived my work earlier -.- Most of the gfx and sounds got lost during moving. Only some cassettes with music from the Amiga times are left.

Since i was using the PC for audio production, (nearly) all MP3s got stored...only some project-files got lost during a HDD-crash:-( So if i want to change something, i have to re-create these traxx.

See ya / hear ya ^^

Ic3m4n

(aka BASSit)""",1
1412,Ierker,,se,,,,,1
1414,Innocent,,hu,,Istvan Major,,,1
1415,Interstellar,,fi,,Tuomas Härkönen & Mikko Laakso,,[artist]2691[/artist],1
1416,Irvin,,no,,Ivar Kvalvik,,,1
1418,Jakob Bienenhalm,,de,,,,,1
1419,JCH,,dk,,Jens-Christian Huus,,,1
1420,JCL Zephyr,,,,,,,1
1423,Stainless Steel,,de,,Joe Barwick,,,1
1426,Juippi,,fi,,,,,1
1427,Kaktusen,,no,,Magnus Wolff-Helgesen Sørlie,,,1
1428,Kangaroo MusiQue,,de,,Thorsten Mitschele,,,1
1429,Kapten Floede av Filosoferna,,se,,,,,1
1430,KEiTO,,gb,,Paul Chadwick,,,1
1432,Khrome,,es,,Julio J. Sánchez M.,,,1
1433,Kim Wirtanen,,fi,,,,,1
1435,ko0x,,de,,,,Making newskewl multichannel chippop and drum and bass / techstep since 2003/2004 using ModPlug and Reason.,1
1436,Kohai,,fr,,Yann Parmentier,,,1
1437,KOiN,,,,,,,1
1438,Krau,,,,,,,1
1440,KvAzAr,,hu,,Három István,,,1
1441,Lagerfeldt,,dk,,Holger Lagerfeldt,,,1
1442,Lando,,,,,,,1
1443,Lazy Bastard,,fi,,Samuli Turunen,,,1
1444,Leaderc,,hu,,Zoltan Hegedus,,,1
1445,Leaphion,,fi,,Tuukka Jääskeläinen,,,1
1448,lft,,se,,Linus Åkesson,,,1
1453,Little Bitchard,,fi,,Arto Koivisto,,,1
1455,LoadError,,no,,Espen Åmodt,,,1
1456,Logick,,fi,,Kati Heikinheimo,,,1
1457,Lomaxx,,de,,Klaus Brinkmann,,,1
1458,Lotek Style,,de,,Stefan Benz,,,1
1459,LPChip,,nl,,Leon Moorrees,,,1
1460,Eyas,,se,,Ludvig Linge,,,1
1461,Lug00ber,,no,,Ola Christian Gundelsby,,,1
1463,Lukelove,,gb,,,,"As a protest to the actions of some of our members, this so called „artist” is nao banned from nectarine :) Enjoy lukelove free radio. NO MOAR CRAP HERE. RAGE WITH ME :D",1
1464,m0d,,gb,,Greg Tuby,,,1
1465,Machinae Supremacy,,se,,,,,1
1466,GTK,Belfort,fr,,Florent Caubien,,,1
1467,Mahoney,Lund,se,,Pex Tufvesson,,,1
1468,Malmen,Uppsala,se,,Kristoffer Malmgren,,,1
1469,Man With No Alias,,fi,,,,Try to find out who this is... :),1
1472,MC Laser,,de,,Stefan Benz,,,1
1473,MD,,,,,,,1
1476,Milkyman,,,,,,,1
1477,Mindbomb,,,,,,,1
1478,Minomus,,fi,,Antti Mäntysaari,,"These days, minomus releases trance music under the pseudonym [b]Andy Piney[/b].",
1479,Mister Ghostie,,,,,,,1
1480,Mixer,,fi,,Jouni Ikonen,,,1
1481,Mongo Erectus,,,,,,,1
1486,Mutagene,,,,Alexis Glass,,,1
1487,Mwayne,,,,,,,1
1490,Negative Light,,,,,,,1
1491,Neophyt,,,,,,,1
1492,New Millennium,,,,,,,1
1493,Nexxyz,Vienna,at,,Thomas R. Bucsics,,"Thomas Bucsics a.k.a. nexxyz is an Austrian composer/producer/performer of electronic music currently living in Vienna. 

He has a strong passion of Nintendo products, and especially for using them in ways they were not originally intended for. Nothing naughty, though, just writing and using homebrew, and using them to write and perform even more electronic music.

After living in both Ecuador and Norway for a while (not at once, though), he works influences of lots of artists from those places, as well as influences from the Austrian scenes into his music.

The style of nexxyz’ music ranges from Chiptune-y over Technoid to Breakbeaty and Orchestral. While he usually writes original tunes, he once in a while also enjoys giving a tune written by someone else a new face by producing his own cover.

In his more or less real life he works in the field of computer science and testing. His hobbies include, but are not limited to:
 Writing music, games, watching movies, martial arts, cooking, reading, smart-assing, crashing radio controlled vehicles and being with his girlfriend.
",1
1495,NHP,,fr,,Nicolas Louis Vuillier,,,1
1496,Nintendude,,us,,Peter Bevetori and Jon Hioki,,,1
1497,Nobody,,fi,,Tommi Uimonen,,,1
1499,Oddjob,,de,,,,,1
1503,Omega,,se,,Per Karehed,,,1
1505,Parkstudios,,,,,,,
1506,Peachy,,de,, Magnus Hieronymus ,,,1
1507,Peter W,,se,,Peter Wennergren,,,1
1508,PFPA,,,,,,,1
1509,PFPMoondiver,,,,,,,1
1510,PFPShicara,,,,,,,1
1511,Phootek,,,,,,,1
1512,Planeshifter,,fi,,,,,1
1513,Plasm,,dk,,Anders Straadt,,,1
1514,PRESS PLAY ON TAPE,,dk,,,,Consists of members from old danish Amiga group Plasma Force [url]http://www.pouet.net/groups.php?which=3103[/url] [url]http://janeway.exotica.org.uk/author.php?id=3122[/url],1
1515,Preston,,ru,,,,,1
1516,ZeD,,,,,,,1
1518,Puryx,,dk,,Christian Rønde,,,1
1520,raina,,fi,,Lasse Mattila,,,1
1521,RBT,,,,,,,1
1522,Rebb,,fi,,Teemu Pohjanlehto,,Interview: http://bitfellas.org/e107_plugins/content/content.php?content.318,1
1524,ReSet Sakrecoer,,,,,,,1
1525,ReSidMod,,,,,,,1
1526,Reyn Ouwehand,,nl,,,,,1
1527,RiaN,,hu,,Szilárd Horváth,,,
1528,Rick,,,,,,,1
1530,Rizoma,,,,,,,1
1534,Runaro,,us,,,,,1
1535,Rymdkraft,,se,,Tobias Gärder,,aka Zalt,1
1536,Saga Musix,,de,,Johannes Schultz,,"I started working with FM trackers in 2002 (music from this era is safe to ignore). I'm making sample-based tracker music in ModPlug and OpenMPT since 2004 in no fixed style (though I tend to do a lot of synthpop and trance-ish stuff these days). I'm a crew member of [url=https://modarchive.org]The Mod Archive[/url], a moderator at Nectarine (No link needed, duh) and also deeply involved with [url=https://openmpt.org/]OpenMPT[/url].

Have a look at my [url=ftp://ftp.untergrund.net/users/sagamusix/music/]untergrund ftp account[/url] if you want to download all my stuff in one go. :)",1
1537,Shock,,,,,,,1
1540,Siatek,,pl,,Zbyszek Siatecki,,,1
1541,Sidabitball,,fr,,Pierre Boquet,,No scene relevance.,1
1543,Siouxie,,de,,,,,1
1545,Slightly Magic,,ru,,Pavel Vorobyov,,,1
1546,Sonsbeek,,nl,,,,,1
1548,Space reflections,,,,,,,1
1549,Spaszaki,,,,,,,1
1550,Spirit Of 93,,,,,,,1
1551,Ini,,pl,,Stanisław Ostaszewski,,,1
1552,Starlight Project,,,,,,,1
1553,Sumo Lounge,Helsinki,fi,,Jukka Koops,,"Hello, I am Jukka Koops and I design things.

I work as a senior designer at Nordkapp and co-lead Colorshki. I'm experienced in designing engaging ways for people to use products and services on and off screen. My work is evolving between the fields of graphic design and branding, service and product design, concept and interaction design, sound design and motion graphics.

Occasionally I make music as Curve Quartet. You can listen to it on Soundcloud and download it for free.

I'm one of the people behind Pingstate and have spent some of my nerdy past in the demo scene as part of Moppi Productions.",1
1554,Estradasphere,,,,,,,1
1555,Svenska Akademien,,,,,,,
1556,Tarantula,,fi,,Paavo Härkönen,,,1
1560,TEO,,hu,,Péter Hosszú,,,1
1561,The Blipp,,,,,,,1
1562,The Hooligan,,fi,,,,,1
1563,Timbral,,se,,Martin Knutsson,,,1
1564,Timmy,,,,,,,1
1566,Ultrafex,Kiel,de,,Olaf Höhmann,,"http://www.bitfellas.org/e107_plugins/radio/radio.php?search&type=author&q=924

Coder and musician, aka Ultra.
Formerly member of Cream on Atari ST and Axxess on Amiga",1
1568,V,,,,,,,
1571,Vim!,,gb,,Keith Baylis,,"Keith Baylis aka Vim! lives in Gloucester, UK. He's been making music of a kind since 1991, starting on the Commodore Amiga, using tracker programs, but later moving onto the PC in 1996, where although the programs were more advanced, his production techniques remained consistent. He's heavily influenced by old computer game soundtracks, library music, Stereolab and the Digital Hardcore label.",1
1574,Virgill,Ibbenbüren,de,,Jochen Feldkötter,,Interview with Virgill: http://bitfellas.org/e107_plugins/content/content.php?content.95,1
1575,Virt,,us,,Jake Kaufman,,"One of the musicians that seems to have lot of fun making his songs. :D
Great melodies and modulation, no matter which platform he's using, with an easy flow. :up:
cu
seppjo 

---------------------------------------------

Asked about permission for his commercial work (such as mighty switch force, fx4 etc.) 2012-05-07 and was given an OKAY to have these songs on our radio. / Elrinth",1
1576,Viznut,,fi,,Ville-Matias Heikkilä,,,1
1578,Vn,,,,,,,1
1579,Void,,au,,Robert Muller,,,1
1580,Walkman,,no,,Tor Bernhard Gausen,,,1
1581,Watchman,,fi,,Markku Mäki,,,1
1582,Wayfinder,,de,,Sebastian Grillmaier,,"If a download link is missing: Don't worry, maybe you'll find something [url=ftp://ftp.untergrund.net/users/wayfinder/]here[/url].",1
1584,Whamel,,,,,,,1
1585,WikoX,,,,,,,1
1587,Willbe,Strasbourg,fr,,William Lamy,,"I'm Willbe, a French guy who makes hip-hop instrumentals with a computer, drums and various other instruments. I like beats, loops, samples and hip-hop/trip-hop from the 90's. I come from a geek subculture called ""demoscene"", where I've composed a lot of fun things with great friends.",1
1588,Wiseman,,de,,Thomas Mohr,,,1
1590,Wonder,,es,,Guillermo Simmross Wattenberg,,,1
1591,WOTW,,de,,Elef Tsiroudis,,,1
1592,Xander Pills,,fi,,,,,1
1593,Xerxes,Oslo,no,,Klaus Lunde,,,1
1594,XLent,,pl,,,,,1
1595,X,,,,,,,1
1597,XtC,,,,,,,1
1598,Yerzmyey,Kraków,pl,,,,"I started to make chiptunes on ZX Spectrum computer, in 1989. ZX Spectrum 48K has 1-bit sound by default, but one can also connect an AY-interface to the machine (existing since its very beginning in 1982 and even earlier because first AY-interfaces have been built for ZX81 computer - 1981).

Anyway - then Spectrum48 has the same sound-abilities what Spectrum128, Amstrad CPC, Atari ST or MSX have (they use the same chip standard: AY/YM). It means 4-bit sound, 3 channels + white noise generator, square wave and several 'buzzers'. Or - instead of it - I can use 3 channels of 4-bit digital sound with the AY, but then I have to fit all samples in 48Kb of RAM. :)

In case of chip-music, as ""standard capabilities"" I understand AY/YM working in 50hz (Atari ST can use this chip with 200hz of speed which gives the Atarians better audio effects due to their more powerful CPU - 16-bit, 8MHz. Cry cry!!).
So that's my weapon of choice: ZX Spectrum 48K with AY-interface.

For making chiptunes I use ZX Spectrum's Sound-Tracker 1.1 and for digital MOD-like music I use SampleTracker 2.0 and 2.1.

In 1994 I started to make music also for Amiga 500 (MOD / MED files) on OctaMED, but they were 4 channels traxx mostly - in 99%. :) We made only several 8 channels tracks on OctaMED but it was pretty hard task for old good A500, so usually I stick with 4ch. :)

In 2002 I founded AY-RIDERS band. We play chiptunes on our Spectrums (48K, 128K and higher models). AY-RIDERS' music can be found here: ay-riders.speccy.cz/ (My own music You can find here: yerzmyey.i-demo.pl/ ).

Some time later I started to make more music for Atari ST and STe (mostly digital, but also some chiptunes).
That's how the YM-DIGITAL band appeared in 2010: ym-digital.i-demo.pl/ - there are 2 albums for all enthusiasts of ym2149 chip and digital oldschool music.

In 2012 I bought an Amiga 1200 and was able to start making full 8-channels digital songs for the platform (with independent volumes). That's how the ""RetroBeat"" album appeared, for all fans of Amiga, and also for fans of retro-computer-music.

From time to time I make songs for Atari Falcon 030 (10 channels of digital music, on DHS-Tracker).

In 2015 I bought a British microcomputer Raspberry Pi 2 (smaller than the human hand-palm :) ), and I make some music on it, too.

So, in short, my software/hardware usually are: 
SoundTracker on ZX81;
E-Tracker on SAM Coupe computer (Spectrum Advanced Machine);
MusicMon on ATARI 520ST;
DigiComposer on ATARI 520ST;
ProTracker on ATARI 520 ST;
Hex-Tracker on ATARI 520ST;
Octalyser on ATARI 1040 STE;
OctaMED on AMIGA 500;
DigiBooster on AMIGA 1200;
Digital Home Studio (DHS-Tracker) on ATARI Falcon 030
MilkyTracker on Raspberry Pi

.............and many others............................

Yerzmyey on SoundCloud [url]https://soundcloud.com/yerzmyey/[/url]
",1
1601,Yoni,,fi,,Joni Masko,,,1
1603,Zabu,,se,,Niklas Sjösvärd,,,1
1604,Zabutom,,se,,Niklas Sjösvärd,,,1
1607,MrEsso feat Orwar,,,,,,,1
1608,Zentrix,,se,,,,,1
1609,Zuba,,se,,,,,1
1610,Zubucom,,se,,,,,1
1611,Zyron,Karlsborg,se,,Johan Åstrand,,"""Zyron is a schooldance DJ from the 80's, who unlike many DJs of today know the craftsmanship from a very basic level. He comes from the times when DJ was not something you wanted to become, you were just chosen to be it, because you had the records and the talent. His knowledge of music from the past is extremely vast, and unlike many other underground DJs he isn't snobbish and doesn't shun pop.

His mixing style is smooth and organic like a living snake, and most of the time you can be sure you're in for a dreamy mystical journey of some kind, organic or robotic and everything inbetween. And somewhere inside this cosmic mess, you can hear the signs of a disturbed c64 scener who's been listening to way too much Depeche Mode.

The most special trademark though is Zyron's unusual (dis)harmonic touch, which somehow pierces through not just the DJ mixes but his own music productions, not to mention all the SID music he has produced in the past. I don't know if this is his selection, pitch settings, or if Martin Gore did something to Zyron as a boy, but it's unimitable. No other DJ sounds like that.""
/Joakim Cosmo",1
1612,Zzzax,,nl,,Sebastiaan Lentfert,,,1
1613,Lord,,,,,,,1
1614,Vincenzo,,hu,,László Gyula Vincze,,,1
1615,Samplemaster,,nl,,Michiel Nijhof,,,1
1616,"1in10",,fi,,Jari Pitkänen,,,1
1617,Cryo Music,,,,,,,1
1618,Tasium,,vn,,Edward Tastan,,,1
1619,BLZ,,pl,,Wojciech Golczewski,,,1
1620,Sobec,,de,,,,"""I guess the news went around by now; for the ones who don't speak german, he was found on Monday in Kiel-Holtenau - he hung himself. He also left a suicide note, but the contents are yet undisclosed.

The funeral will be on friday (23.), and if you want to send a message to the family, send it to Chaotic.


I'm in a bit of a shock right now to write anything about him - but BP09 will certainly feel emptier now :( ""
- Gargaj (2009-01-18 22:43:26)",0
1622,XTD,,pl,,Piotr Bendyk,,,1
1623,Dane,,se,,Stellan Andersson,,,1
1624,Beldoroon,,se,,Kalle Jonsson,,An old alias of Dubmood,1
1625,Mystra,,no,,Kjell Pedersen,,,1
1626,prm,,se,,Carl Engström,,,1
1627,serpent,,fi,,Touko Väre,,,1
1628,Mice,,fi,,Mikko Ahola,,,1
1630,Elusive,Göteborg,se,,Peter Hippeläinen,,,1
1631,Sirrus,,us,,Bryan Rudge,,,1
1632,A-move,,de,,Hendrik Stöteler,,"aka ""Ambient Move""",1
1633,Ari,,us,,Ariel Gross,,,1
1634,Entropy,,,,Peter Koen,,,1
1637,JosSs,Madrid,es,,José Manuel Pérez Paredes,,,1
1638,Jozz,,dk,,Johannes Bjerregård,,,1
1639,Amigo,,,,,,,1
1640,S-Wave,,dk,,,,,1
1641,Teknomies,,fi,,,,,1
1642,tHiborg,,se,,Arvid Thiborg,,,1
1643,p0p,,,,,,,1
1644,Dave Rogers,,gb,,,,,1
1645,Strider,,,,,,,1
1646,Elemental,,za,,Jonathan Nel,,,1
1647,Tempest,,fi,,Janne Suni,,,1
1648,Tone,Moscow,ru,,Khariton Kantiev,,,1
1649,Syniphas,,br,,Eric Pinheiro,,"he's awesome!

MMX",1
1650,Dixan,,it,,Cesare Castiglia,,,1
1651,Uncle-X,,fi,,Niko Leskinen,,,1
1652,AK Balance,,,,,,,1
1653,DJ Wells,,,,,,,1
1654,Faith,,de,,Sylvia Ritter,,,1
1655,Horn,,,,,,,1
1656,Batres,,,,,,,1
1657,Mikro,,de,,Mirko Wandrey,,,1
1658,Jakob,,,,,,,
1660,Trenedy,,no,,Tobias Rokseth,,,1
1661,Nula,,cz,,Vojta Nedved,,aka Nooly.,1
1662,Dusty,,,,,,,1
1663,Byproduct,,fi,,Juhana Honkanen,,,1
1664,Mo,,,,,,,1
1665,Ollas,,se,,,,"13:55:56 <Ziphoid> Btw, the artist Ollas is actually Blaizer/TSL, just FYI. :)",1
1666,Ziphoid,,se,,John Carehag,,"Involved in the Musicline project, together with the Cyreus brothers (Twins /Phenomena). Unfortunately not to many used this great tracker interface. Nowadays John is involved with the Scenesat radio.",1
1667,xni,,de,,Martin Dombrowa,,,1
1668,satcom101,,se,,,,,1
1669,Mark Cooksey,,gb,,,,,1
1670,Vogue,,se,,Magnus Högdahl,,,1
1671,Ube,,,,,,,1
1673,Ante Lindgren,,se,,,,,1
1674,Prime,,se,,Carl Engström,,,1
1675,Skiller,,fr,,Eric Fuster,,,0
1676,ACME,,,,,,,
1677,Fudge,,se,,Fredrik Allerskar,,,1
1678,Accord,,se,,Patrick Johansson,,,1
1679,Epeius,,ca,,Ara Pehlivanian,,,1
1680,Gurra,,se,,Göran Nylen,,,1
1681,Elrinth,,se,,Nicklas Holmgren,,"I have cleaned up all songs which are not related to the demoscene by setting them rejected. They aren't in a demo, nor have they been in scenecompos.net. /Elrinth

[img]http://upload.wikimedia.org/wikipedia/commons/3/38/Mr_Uematsu.jpg[/img]
Elrinth with his alltime favourite composer and idol: Nobou Uematsu.",1
1682,DJ Uno,,es,,José Antonio Arrain,,,1
1683,OptimizE,Eidsvoll,no,,Tor Øines,,,1
1684,Grubi,,ch,,Thomas Gruberski,,,1
1685,Johannes Bjerregaard,,,,,,,
1686,Ronald Pieket Weeserik,,nl,,,,,1
1687,Goto80,Göteborg,se,,Anders Carlsson,,,1
1688,Danger,,cz,,Michal Šefl,,,1
1689,Agonizer,,,,,,,1
1690,Crome,,se,,Jimi Haukilahti,,,1
1692,Zabutore,,se,,Niklas Sjösvärd,,,1
1693,Seablue,,dk,,Henrik Rønnow,,,1
1694,Sinny,,se,,Edvard Eddi Ekström,,,1
1695,Svenzzon,,se,,Jonne Dahlberg,,,1
1696,Leviathan [US],,us,,Andy Carlson,,,1
1697,Irschtas,,,,,,,1
1698,Warder,,fi,,Vesa Norilo,,,1
1699,X-Poole,,de,,Marco Willemsen,,,1
1700,Anamanaguchi,New York City,us,,,,"location: NYC; United States
genre: chiptunes, blipblop, rock, 8-bit, bitpop
status: active
listen: http://www.myspace.com/anamanaguchi
watch: http://www.dawnmetropolis.com/
buy: http://normative.com/#/anamanaguchi
riyl: Nullsleep, Vim, Bit Shifter, YMCK

Please visit http://www.dawnmetropolis.com/ as it is an integral part of the listening experience.
You won't be disappointed!


(Streamed with permission.)",1
1701,Mofobaru,,gb,,Matt Furniss,,,1
1702,Mosaik,,se,,Jakob Svanholm,,,1
1703,Rymdlego,,se,,Jakob Svanholm,,,1
1704,Dolphin,,se,,Anders Ramsay,,,1
1706,AceMan,Dąbrowa Górnicza,pl,,Jakub Szeląg,,,1
1707,Zalza,Stockholm,se,,Alexander Bulér,,"Alexander Bulér aka Zalza is a Swedish chiptune musician. He's been active in the computer music scene since 1997 and is a part of the demogroup Titan. His compositions are acknowledged in productions by Razor 1911 and Data Airlines (The Knife Tribute EP). Residing in Stockholm Zalza besides chip music also enjoys vintage computer games and any sound that can be made into music. Zalza has released a full length album, a couple of ep's and has given YouTube such classics as the 2204355 chicken man meme.",1
1708,Maniac,,se,,Samuel Adolfsson,,,1
1709,Tonix Media,,,,,,,1
1710,Frantic,,se,,Mats Andren,,Interview: [url]http://allt.jonatanforsberg.net/krams/c64/45franticinterview.htm[/url],1
1711,Ra,,fr,,Olivier Jean Charles Béchard,,,1
1712,Wally,,,,,,,1
1713,Yolk,,fi,,Mikko Karvonen,,,1
1714,Nutcase,Helsinki,fi,,Sami Saarnio,,,1
1715,Wesi,,fi,,,,,1
1716,Mindflower,,de,,,,,1
1717,Xenon,,fr,,Fabrice Tonnellier,,,1
1718,Sundae,,,,Sundae,,,1
1719,Spin Dizzy,,no,,Jørn E. Aasen,,,1
1720,w473rh34d,,de,,Tobias Bonnke,,,1
1721,Raven,,rs,,,,,1
1722,Fab,,dk,,Frederik Andersen,,From DK,1
1723,Agent-X,,pl,,,,,1
1724,Fuxoft,"Praha, Czech Republic",cz,,František Fuka,,"Well-known composer of electro-pop music on the Spectrum 128K.
He used to write a variety of games and music demos for the 128K Spectrum. One of his music demos ""Fuxoft Soundtrack 4"" unexpectedly ended up on a British cover tape.
In the 1980s and 1990s, he formed his own company ""Fuxoft"" based on his name. The UK magazine companies Sinclair User and Your Sinclair banned his games, thinking it was rude, unaware that it was based on his real name.",1
